"","Transect","Common.Names","Fish_Number","Size","Scientific.Names","Family","Species_Richness","simpsons","depth","PCovHalophila","PCovMacroalgae","PCovOther","PCovThalassia","PCovHalodule","PCovRubble","PCovSyringodium","nativecover","totalcover","PCovSand"
"14","1 Intermediate","Bridled Goby",114,"2-3cm","Coryphopterus glaucofraenum ","Gobiidae",8,0.849673202614379,10.12919984,27,0,0,0,0,0,31,31,58,42
"15","1 Intermediate","Yellowtail Snapper",48,"11-15cm","Ocyurus chrysurus","Lutjanidae",8,0.849673202614379,10.12919984,27,0,0,0,0,0,31,31,58,42
"16","1 Intermediate","Dwarf Sand Perch",118,"4-5cm","Diplectrum bivittatum","Serranidae",8,0.849673202614379,10.12919984,27,0,0,0,0,0,31,31,58,42
"17","1 Intermediate","Bridled Goby",115,"2-3cm","Coryphopterus glaucofraenum ","Gobiidae",8,0.849673202614379,10.12919984,27,0,0,0,0,0,31,31,58,42
"18","1 Shallow","Dwarf Sand Perch",53,"3-4cm","Diplectrum bivittatum","Serranidae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"19","1 Shallow","Slippery Dick ",68,"2-3cm","Halichoeres bivittatus","Labridae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"20","1 Shallow","Dwarf Sand Perch",52,"3-4cm","Diplectrum bivittatum","Serranidae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"21","1 Shallow","Slender Filefish",60,"2-3cm","Monacanthus tuckeri","Monacanthidae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"22","1 Shallow","Greenblotch Parrotfish",55,"6-10cm","Sparisoma atomarium","Scaridae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"23","1 Shallow","Greenblotch Parrotfish",56,"11-15cm","Sparisoma atomarium","Scaridae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"24","1 Shallow","Dwarf Sand Perch",65,"2-3cm","Diplectrum bivittatum","Serranidae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"25","1 Shallow","Dwarf Sand Perch",66,"2-3cm","Diplectrum bivittatum","Serranidae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"26","1 Shallow","Slippery Dick ",61,"6-10cm","Halichoeres bivittatus","Labridae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"27","1 Shallow","Dwarf Sand Perch",49,"3-4cm","Diplectrum bivittatum","Serranidae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"28","1 Shallow","Greenblotch Parrotfish",58,"11-15cm","Sparisoma atomarium","Scaridae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"29","1 Shallow","Dwarf Sand Perch",51,"3-4cm","Diplectrum bivittatum","Serranidae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"30","1 Shallow","Greenblotch Parrotfish",54,"6-10cm","Sparisoma atomarium","Scaridae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"31","1 Shallow","Dwarf Sand Perch",64,"2-3cm","Diplectrum bivittatum","Serranidae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"32","1 Shallow","Sharpnose Puffer",59,"2-3cm","Canthigaster rostrata ","Tetraodontidae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"33","1 Shallow","Greenblotch Parrotfish",57,"11-15cm","Sparisoma atomarium","Scaridae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"34","1 Shallow","Slippery Dick ",62,"6-10cm","Halichoeres bivittatus","Labridae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"35","1 Shallow","Slender Filefish",67,"<2","Monacanthus tuckeri","Monacanthidae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"36","1 Shallow","Slippery Dick ",63,"11-15cm","Halichoeres bivittatus","Labridae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"37","1 Shallow","Dwarf Sand Perch",50,"3-4cm","Diplectrum bivittatum","Serranidae",5,0.763157894736842,1.7619999755,52,0,0,0,0,0,10.5,10.5,62.5,37.5
"38","10 Deep","Bridled Goby",1162,"2-3cm","Coryphopterus glaucofraenum ","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"39","10 Deep","Bridled Goby",1176,"<2","Coryphopterus glaucofraenum ","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"40","10 Deep","Bridled Goby",1158,"2-3cm","Coryphopterus glaucofraenum ","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"41","10 Deep","Bridled Goby",1161,"2-3cm","Coryphopterus glaucofraenum ","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"42","10 Deep","Bridled Goby",1159,"2-3cm","Coryphopterus glaucofraenum ","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"43","10 Deep","unknown goby",1168,"2-3cm","","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"44","10 Deep","unknown blenny",1173,"<2","","Clinidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"45","10 Deep","Bridled Goby",1177,"<2","Coryphopterus glaucofraenum ","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"46","10 Deep","Bridled Goby",1160,"2-3cm","Coryphopterus glaucofraenum ","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"47","10 Deep","unknown blenny",1170,"<2","","Clinidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"48","10 Deep","unknown blenny",1172,"<2","","Clinidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"49","10 Deep","Bridled Goby",1156,"<2","Coryphopterus glaucofraenum ","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"50","10 Deep","Bridled Goby",1165,"3-4cm","Coryphopterus glaucofraenum ","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"51","10 Deep","Bridled Goby",1163,"3-4cm","Coryphopterus glaucofraenum ","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"52","10 Deep","unknown blenny",1174,"<2","","Clinidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"53","10 Deep","unknown blenny",1175,"<2","","Clinidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"54","10 Deep","unknown blenny",1171,"<2","","Clinidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"55","10 Deep","unknown goby",1167,"<2","","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"56","10 Deep","Bridled Goby",1157,"<2","Coryphopterus glaucofraenum ","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"57","10 Deep","Slippery Dick ",1179,"4-5cm","Halichoeres bivittatus","Labridae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"58","10 Deep","Bridled Goby",1164,"3-4cm","Coryphopterus glaucofraenum ","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"59","10 Deep","Bridled Goby",1178,"2-3cm","Coryphopterus glaucofraenum ","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"60","10 Deep","unknown goby",1166,"<2","","Gobiidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"61","10 Deep","unknown blenny",1169,"<2","","Clinidae",4,0.630434782608696,22.85999927,0.3,21,0,0,0,0,0,0,21.3,78.7
"62","10 Intermediate","Slender Filefish",255,"2-3cm","Monacanthus tuckeri","Monacanthidae",3,0.833333333333333,9.448799698,11.1,8,0,0,0,0,0.5,0.5,19.6,80.4
"63","10 Intermediate","Slippery Dick ",257,"3-4cm","Halichoeres bivittatus","Labridae",3,0.833333333333333,9.448799698,11.1,8,0,0,0,0,0.5,0.5,19.6,80.4
"64","10 Intermediate","Striped Parrotfish",258,"4-5cm","Scarus iseri","Scaridae",3,0.833333333333333,9.448799698,11.1,8,0,0,0,0,0.5,0.5,19.6,80.4
"65","10 Intermediate","Slippery Dick ",256,"3-4cm","Halichoeres bivittatus","Labridae",3,0.833333333333333,9.448799698,11.1,8,0,0,0,0,0.5,0.5,19.6,80.4
"66","10 Shallow","Bicolor Damselfish",1393,"2-3cm","Stegastes partitus","Pomacentridae",5,0.756410256410256,4.185999927,9.6,1,5,0,0,0,0,0,15.6,84.4
"67","10 Shallow","Beaugregory Damselfish",1385,"2-3cm","Stegastes leucostictus","Pomacentridae",5,0.756410256410256,4.185999927,9.6,1,5,0,0,0,0,0,15.6,84.4
"68","10 Shallow","Bicolor Damselfish",1394,"3-4cm","Stegastes partitus","Pomacentridae",5,0.756410256410256,4.185999927,9.6,1,5,0,0,0,0,0,15.6,84.4
"69","10 Shallow","Slippery Dick ",1387,"<2","Halichoeres bivittatus","Labridae",5,0.756410256410256,4.185999927,9.6,1,5,0,0,0,0,0,15.6,84.4
"70","10 Shallow","Slippery Dick ",1389,"2-3cm","Halichoeres bivittatus","Labridae",5,0.756410256410256,4.185999927,9.6,1,5,0,0,0,0,0,15.6,84.4
"71","10 Shallow","Slippery Dick ",1386,"<2","Halichoeres bivittatus","Labridae",5,0.756410256410256,4.185999927,9.6,1,5,0,0,0,0,0,15.6,84.4
"72","10 Shallow","Black Bar Solider",1395,"4-5cm","Myripristis jacobus","Holocentridae",5,0.756410256410256,4.185999927,9.6,1,5,0,0,0,0,0,15.6,84.4
"73","10 Shallow","Beaugregory Damselfish",1384,"2-3cm","Stegastes leucostictus","Pomacentridae",5,0.756410256410256,4.185999927,9.6,1,5,0,0,0,0,0,15.6,84.4
"74","10 Shallow","Bicolor Damselfish",1392,"2-3cm","Stegastes partitus","Pomacentridae",5,0.756410256410256,4.185999927,9.6,1,5,0,0,0,0,0,15.6,84.4
"75","10 Shallow","Slippery Dick ",1391,"3-4cm","Halichoeres bivittatus","Labridae",5,0.756410256410256,4.185999927,9.6,1,5,0,0,0,0,0,15.6,84.4
"76","10 Shallow","Slippery Dick ",1390,"3-4cm","Halichoeres bivittatus","Labridae",5,0.756410256410256,4.185999927,9.6,1,5,0,0,0,0,0,15.6,84.4
"77","10 Shallow","Slippery Dick ",1388,"<2","Halichoeres bivittatus","Labridae",5,0.756410256410256,4.185999927,9.6,1,5,0,0,0,0,0,15.6,84.4
"78","11 Deep","Yellowtail Snapper",1193,"<2","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"79","11 Deep","Chalk Bass",1213,"2-3cm","Serranus tortugarum ","Serranidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"80","11 Deep","Rosy Blenny",1184,"<2","Malacoctenus macropus","Labrisomidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"81","11 Deep","Flying Gurnard",1195,"<2","Dactylopterus volitan","Dactylopteridae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"82","11 Deep","Yellowtail Snapper",1204,"2-3cm","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"83","11 Deep","Yellowtail Snapper",1190,"<2","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"84","11 Deep","Yellowtail Snapper",1208,"2-3cm","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"85","11 Deep","Tobacco Fish",1187,"<2","Serranus tabacarius","Serranidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"86","11 Deep","Yellowtail Snapper",1191,"<2","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"87","11 Deep","Dwarf Sand Perch",1198,"<2","Diplectrum bivittatum","Serranidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"88","11 Deep","Rosy Blenny",1183,"<2","Malacoctenus macropus","Labrisomidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"89","11 Deep","Yellowtail Snapper",1210,"2-3cm","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"90","11 Deep","Yellowtail Snapper",1212,"3-4cm","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"91","11 Deep","Rosy Blenny",1182,"<2","Malacoctenus macropus","Labrisomidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"92","11 Deep","Dwarf Sand Perch",1200,"2-3cm","Diplectrum bivittatum","Serranidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"93","11 Deep","Yellowtail Snapper",1203,"<2","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"94","11 Deep","Yellowtail Snapper",1189,"<2","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"95","11 Deep","Rosy Blenny",1185,"<2","Malacoctenus macropus","Labrisomidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"96","11 Deep","Yellowtail Snapper",1211,"3-4cm","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"97","11 Deep","Green Razorfish",1214,"<2","Xyrichtys martinicensis","Labridae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"98","11 Deep","Rosy Blenny",1181,"<2","Malacoctenus macropus","Labrisomidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"99","11 Deep","Dwarf Sand Perch",1201,"3-4cm","Diplectrum bivittatum","Serranidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"100","11 Deep","Bucktooth Parrotfish",1196,"2-3cm","Sparisoma radians","Scaridae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"101","11 Deep","Yellowtail Snapper",1188,"<2","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"102","11 Deep","Rosy Blenny",1180,"<2","Malacoctenus macropus","Labrisomidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"103","11 Deep","Yellowtail Snapper",1207,"2-3cm","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"104","11 Deep","Yellowtail Snapper",1194,"<2","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"105","11 Deep","Colon Goby",1197,"3-4cm","Coryphopterus alloides","Gobiidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"106","11 Deep","Yellowtail Snapper",1205,"2-3cm","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"107","11 Deep","Yellowtail Snapper",1202,"<2","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"108","11 Deep","Tobacco Fish",1186,"<2","Serranus tabacarius","Serranidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"109","11 Deep","Yellowtail Snapper",1209,"2-3cm","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"110","11 Deep","Dwarf Sand Perch",1199,"2-3cm","Diplectrum bivittatum","Serranidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"111","11 Deep","Yellowtail Snapper",1192,"<2","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"112","11 Deep","Yellowtail Snapper",1206,"2-3cm","Ocyurus chrysurus","Lutjanidae",9,0.705882352941176,21.488399315,83.9,1.7,2.6,0,0,0,0,0,88.2,11.8
"113","11 Intermediate","Redband Parrotfish",270,"4-5cm","Sparisoma aurofrenatum","Scaridae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"114","11 Intermediate","Striped Parrotfish",271,"6-10cm","Scarus iseri","Scaridae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"115","11 Intermediate","Yellowtail Snapper",273,"4-5cm","Ocyurus chrysurus","Lutjanidae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"116","11 Intermediate","Redband Parrotfish",269,"4-5cm","Sparisoma aurofrenatum","Scaridae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"117","11 Intermediate","Redband Parrotfish",268,"3-4cm","Sparisoma aurofrenatum","Scaridae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"118","11 Intermediate","Slippery Dick ",264,"11-15cm","Halichoeres bivittatus","Labridae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"119","11 Intermediate","Striped Parrotfish",272,"11-15cm","Scarus iseri","Scaridae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"120","11 Intermediate","Chalk Bass",260,"4-5cm","Serranus tortugarum ","Serranidae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"121","11 Intermediate","Greenblotch Parrotfish",262,"3-4cm","Sparisoma atomarium","Scaridae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"122","11 Intermediate","Bridled Goby",259,"2-3cm","Coryphopterus glaucofraenum ","Gobiidae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"123","11 Intermediate","Chalk Bass",261,"4-5cm","Serranus tortugarum ","Serranidae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"124","11 Intermediate","Greenblotch Parrotfish",263,"3-4cm","Sparisoma atomarium","Scaridae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"125","11 Intermediate","Redband Parrotfish",267,"2-3cm","Sparisoma aurofrenatum","Scaridae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"126","11 Intermediate","Redband Parrotfish",265,"2-3cm","Sparisoma aurofrenatum","Scaridae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"127","11 Intermediate","Redband Parrotfish",266,"2-3cm","Sparisoma aurofrenatum","Scaridae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"128","11 Intermediate","Yellowtail Snapper",274,"4-5cm","Ocyurus chrysurus","Lutjanidae",7,0.841666666666667,18.44039941,93.2,0,0,0,0,0,0,0,93.2,6.8
"129","11 Shallow","Green Razorfish",1376,"2-3cm","Xyrichtys splendens","Labridae",3,0.607142857142857,1.9,49,19.2,0,0,0,0,12.8,12.8,81,19
"130","11 Shallow","Green Razorfish",1379,"4-5cm","Xyrichtys splendens","Labridae",3,0.607142857142857,1.9,49,19.2,0,0,0,0,12.8,12.8,81,19
"131","11 Shallow","Green Razorfish",1383,"4-5cm","Xyrichtys splendens","Labridae",3,0.607142857142857,1.9,49,19.2,0,0,0,0,12.8,12.8,81,19
"132","11 Shallow","Green Razorfish",1377,"3-4cm","Xyrichtys splendens","Labridae",3,0.607142857142857,1.9,49,19.2,0,0,0,0,12.8,12.8,81,19
"133","11 Shallow","Green Razorfish",1378,"4-5cm","Xyrichtys splendens","Labridae",3,0.607142857142857,1.9,49,19.2,0,0,0,0,12.8,12.8,81,19
"134","11 Shallow","Rosy Blenny",1382,"3-4cm","Malacoctenus macropus","Labrisomidae",3,0.607142857142857,1.9,49,19.2,0,0,0,0,12.8,12.8,81,19
"135","12 Deep","Chalk Bass",1231,"3-4cm","Serranus tortugarum ","Serranidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"136","12 Deep","Yellowtail Snapper",1224,"2-3cm","Ocyurus chrysurus","Lutjanidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"137","12 Deep","Chalk Bass",1230,"3-4cm","Serranus tortugarum ","Serranidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"138","12 Deep","Rosy Blenny",1239,"<2","Malacoctenus macropus","Labrisomidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"139","12 Deep","Cocoa Damselfish",1217,"6-10cm","Stegastes xanthurus","Pomacentridae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"140","12 Deep","Bridled Goby",1215,"3-4cm","Coryphopterus glaucofraenum ","Gobiidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"141","12 Deep","Slender Filefish",1250,"<2","Monacanthus tuckeri","Monacanthidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"142","12 Deep","Rosy Blenny",1240,"<2","Malacoctenus macropus","Labrisomidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"143","12 Deep","Yellowtail Snapper",1221,"<2","Ocyurus chrysurus","Lutjanidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"144","12 Deep","Yellowtail Snapper",1226,"2-3cm","Ocyurus chrysurus","Lutjanidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"145","12 Deep","Yellowtail Snapper",1248,"<2","Ocyurus chrysurus","Lutjanidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"146","12 Deep","Chalk Bass",1234,"4-5cm","Serranus tortugarum ","Serranidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"147","12 Deep","Rosy Blenny",1241,"<2","Malacoctenus macropus","Labrisomidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"148","12 Deep","Chalk Bass",1229,"3-4cm","Serranus tortugarum ","Serranidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"149","12 Deep","Yellowtail Snapper",1244,"<2","Ocyurus chrysurus","Lutjanidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"150","12 Deep","Yellowtail Snapper",1220,"<2","Ocyurus chrysurus","Lutjanidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"151","12 Deep","Barred Hamlet",1227,"6-10cm","Hypoplectrus puella","Serranidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"152","12 Deep","Slender Filefish",1219,"2-3cm","Monacanthus tuckeri","Monacanthidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"153","12 Deep","Beaugregory Damselfish",1236,"<2","Stegastes leucostictus","Pomacentridae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
"154","12 Deep","Chalk Bass",1233,"4-5cm","Serranus tortugarum ","Serranidae",10,0.804761904761905,22.85999927,88.4,0.2,1.1,0,0,0,0,0,89.7,10.3
